Cell_Index_Global	Cage_ID	Cell_Type	Median_intensity_FITC	Median_intensity_TRITC	Median_intensity_Cy5
5179	16_54	H_Ramos	361	798	17551
5180	16_55	Undetermined	266	584	4390
5181		Undetermined	255	578	2509
5185		M_B3Z	29248	815	3005
5186		Undetermined	321	1346	3376
5187		Undetermined	304	672	3337
5188		Undetermined	337	691	3381
5189	16_57	H_Ramos	333	753	20459
5192		Undetermined	277	624	3188
5193		M_B3Z	49475	1106	3193
5194		Undetermined	261	675	3271
5195		H_Ramos	385	800	20007
5196	16_59	M_B3Z	3137	879	3832
5198		M_B3Z	3682	1367	4209
5199	15_60	Undetermined	264	981	3138
5200	16_60	M_B3Z	11881	871	3244
5202		Undetermined	238	940	2984
5205	16_60	Undetermined	315	764	4240
5206	16_60	Undetermined	325	742	3598
5207	16_61	M_B3Z	49294	1101	3749
5209		M_B3Z	56567	1103	4098
5210	16_62	Undetermined	368	827	3560
5211		Undetermined	358	851	4360
5212	16_62	H_Ramos	344	724	12060
5213		H_Ramos	307	713	14870
5218		H_Ramos	323	698	21354
5222	15_63	M_B3Z	2707	960	3186
5223	16_64	M_B3Z	47515	1290	3376
5225	16_65	H_Ramos	379	726	22566
5226		M_B3Z	35685	864	2839
5231	15_66	M_B3Z	42640	1108	3935
5232		M_B3Z	12197	899	4328
5233	16_66	H_Ramos	416	896	23124
5234	16_66	M_B3Z	63190	1239	3933
5235	16_66	M_B3Z	51156	1168	3879
5237	16_67	M_B3Z	49821	1111	4263
5238		M_B3Z	21378	1121	4212
5239		M_B3Z	22687	1100	3937
5240	16_68	H_Ramos	361	763	15771
5242	16_68	M_B3Z	52406	895	3569
5246	16_69	M_B3Z	32636	1023	3880
5247	16_69	H_Ramos	361	826	20776
5248		M_B3Z	45112	928	3559
5249		H_Ramos	317	695	16110
5250	16_71	Undetermined	310	1016	5429
5251	16_71	H_Ramos	252	659	20817
5258	16_72	H_Ramos	367	884	23166
5259	16_72	H_Ramos	351	844	15512
5260	16_73	M_B3Z	65432	1024	3702
5261	15_73	H_Ramos	342	1043	25058
5262		Undetermined	363	867	5990
5268		M_B3Z	31849	847	3523
5273		M_B3Z	40788	1262	3810
5274		Undetermined	383	869	4246
5275	15_75	M_B3Z	37632	1423	3835
5276	15_75	Undetermined	333	962	4416
5277		Undetermined	312	918	3839
5278	16_77	M_B3Z	44702	878	3172
5280		Undetermined	354	778	3998
5281	15_78	H_Ramos	373	1074	16540
5282		Undetermined	331	821	4102
5283		M_B3Z	8625	1112	4013
5284	16_78	M_B3Z	42462	960	3508
5285	16_79	M_B3Z	61606	891	3374
5286	16_79	H_Ramos	312	685	11695
5287	16_79	M_B3Z	27413	810	3138
5292		H_Ramos	370	859	15013
5293	16_80	M_B3Z	51900	1008	3530
5295	15_80	H_Ramos	402	1025	15598
5296	16_80	H_Ramos	414	768	14012
5297	16_80	H_Ramos	387	815	19205
5298	16_81	M_B3Z	36988	876	3674
5299	16_81	M_B3Z	52571	875	3646
5300	15_81	H_Ramos	383	1034	11441
5302	15_81	H_Ramos	379	1050	24280
5303	16_82	M_B3Z	43348	868	3183
5305	16_83	H_Ramos	384	928	10985
5306	16_83	M_B3Z	22341	925	3565
5307	16_83	M_B3Z	65430	1152	3655
5309	16_84	H_Ramos	366	733	18784
5310		Undetermined	8671	851	18635
5311	16_84	M_B3Z	48208	1204	3427
5312	16_84	H_Ramos	322	771	8766
5313	15_85	M_B3Z	43558	1052	3315
5314	15_85	M_B3Z	65433	1257	3347
5315	16_86	H_Ramos	354	810	23057
5316	16_86	M_B3Z	37338	966	3005
5317		Undetermined	377	772	3676
5318	15_86	H_Ramos	338	1133	14582
5319		M_B3Z	33817	855	3094
5320	15_87	M_B3Z	20455	1070	3565
5321	15_87	M_B3Z	5268	941	3176
5323	15_88	H_Ramos	346	1007	19198
5324	15_88	H_Ramos	373	1006	20677
5325	16_88	M_B3Z	49662	994	4005
5326	15_88	H_Ramos	396	1073	17872
5327		Undetermined	275	716	3791
5328	15_89	M_B3Z	62374	1094	4405
5329	15_89	Undetermined	381	1238	5229
5330	15_89	M_B3Z	28399	1240	4133
5331		Undetermined	378	839	5230
5332		M_B3Z	24901	930	4185
5333	15_90	M_B3Z	48885	1339	3610
5339	16_90	M_B3Z	62475	1056	3733
5340		H_Ramos	390	866	10203
5343	16_91	H_Ramos	333	781	11512
5344	16_91	H_Ramos	365	716	20970
5345	16_92	H_Ramos	717	689	17826
5346	16_92	H_Ramos	325	660	18933
5348	15_92	H_Ramos	345	796	11579
5349	16_93	H_Ramos	293	571	13826
5350		M_B3Z	43911	740	2955
5351	16_93	M_B3Z	18101	528	1676
5352	15_93	M_B3Z	13530	758	2494
5353	16_93	Undetermined	203	442	7407
5359	16_94	M_B3Z	41908	844	2652
5360	15_94	H_Ramos	378	849	15683
5361	16_94	M_B3Z	44332	902	2380
5362	16_94	H_Ramos	342	789	23900
5364		Undetermined	32242	635	8767
5365	16_95	M_B3Z	24080	723	2306
5372	15_96	Undetermined	371	2118	13379
5376	16_96	M_B3Z	51741	863	2272
5377	16_97	M_B3Z	56923	816	2289
5378		M_B3Z	48200	1074	3039
5379		M_B3Z	33333	950	2991
5380	15_97	M_B3Z	48341	1073	3024
5381	16_97	Undetermined	335	630	8001
5382	16_97	M_B3Z	60518	933	2402
5383	16_97	M_B3Z	60434	784	2252
5384	14_98	H_Ramos	356	1102	12759
5385		H_Ramos	377	576	11552
5386	16_98	M_B3Z	34181	681	1898
5387	15_98	H_Ramos	357	855	15525
5388	15_98	M_B3Z	24621	964	2960
5389	15_98	H_Ramos	359	848	9904
5390	16_98	M_B3Z	5381	711	1903
5391	15_98	H_Ramos	335	812	13572
5400	15_98	M_B3Z	41191	886	2941
5401	16_99	M_B3Z	16875	822	2625
5402	16_99	H_Ramos	331	717	17388
5403	15_99	H_Ramos	378	800	23215
5404	15_100	M_B3Z	4812	922	3169
5405		M_B3Z	65433	975	2970
5406	16_101	M_B3Z	10207	479	1407
5409	16_101	M_B3Z	11345	509	1729
5413		H_Ramos	326	560	17351
5415		Undetermined	314	727	2578
5416	16_102	M_B3Z	63533	919	2542
5417	15_102	H_Ramos	381	752	22535
5418	15_102	H_Ramos	365	674	20359
5420	16_103	H_Ramos	277	619	11994
5421		Undetermined	243	474	2101
5423	16_104	H_Ramos	278	669	15377
5424	16_104	M_B3Z	49343	819	2290
5425		H_Ramos	355	684	28092
5427	16_105	H_Ramos	299	712	9329
5429		M_B3Z	42644	971	2767
5431	16_105	M_B3Z	63978	1022	2478
5432		H_Ramos	362	1020	12225
5433	15_106	M_B3Z	26745	1003	2480
5435	15_107	M_B3Z	40387	1156	2531
5436	15_107	H_Ramos	419	777	16079
5437		Undetermined	394	696	2557
5438	16_108	M_B3Z	28415	852	2188
5439	15_108	M_B3Z	65434	1192	2527
5440		H_Ramos	333	642	15232
5442		H_Ramos	315	855	10365
5443	15_109	M_B3Z	1872	744	2113
5445	16_109	M_B3Z	26257	881	1719
5447		Undetermined	393	848	4602
5448		M_B3Z	5684	1143	2915
5450		H_Ramos	685	1437	17729
5452	15_111	Undetermined	50661	2010	3326
5456	15_112	Undetermined	23453	65438	65438
5457		Undetermined	55298	65438	65438
5458		Undetermined	65434	65438	65438
5459		Undetermined	65434	65438	65438
5460		Undetermined	58667	65438	65438
5462		Undetermined	55768	65438	65438
5464	18_1	H_Ramos	582	1119	21426
5465		Undetermined	550	1110	3913
5466		Undetermined	491	1238	3618
5467		Undetermined	510	1008	3412
5468	19_2	M_B3Z	59191	1277	2843
5469	19_2	Undetermined	331	763	2538
5470	19_2	Undetermined	331	771	2549
5471	18_2	H_Ramos	537	1013	16781
5472	18_2	M_B3Z	64603	1301	3330
5473	18_3	M_B3Z	50851	1015	2921
5474	19_3	Undetermined	232	560	1769
5475	18_3	M_B3Z	50603	1000	2664
5476	18_3	M_B3Z	63918	968	2538
5480		Undetermined	376	663	2655
5481	19_4	H_Ramos	340	674	28419
5482	18_4	M_B3Z	8434	754	2951
5483	19_4	M_B3Z	38758	753	2556
5484	18_4	H_Ramos	456	784	18684
5485		H_Ramos	428	768	14437
5486	19_5	H_Ramos	298	627	11968
5487	19_5	Undetermined	275	566	2179
5488		M_B3Z	36248	1059	2715
5489	19_5	M_B3Z	22582	654	1990
5492		M_B3Z	24705	1001	2476
5493	18_6	M_B3Z	4939	921	2520
5494	18_6	H_Ramos	333	537	15474
5495		Undetermined	279	522	2171
5496	17_6	M_B3Z	44381	883	2192
5500	18_6	H_Ramos	479	765	16134
5501	18_6	M_B3Z	65432	985	2675
5502	18_6	H_Ramos	475	609	20317
5503	18_7	Undetermined	382	651	2814
5504	18_7	M_B3Z	1987	677	2828
5505	19_7	M_B3Z	65434	877	2358
5507	18_8	Undetermined	16847	863	14044
5508	19_8	H_Ramos	272	545	9397
5509		H_Ramos	341	537	11049
5510	18_8	M_B3Z	54521	812	2550
5511	18_8	H_Ramos	382	641	11815
5516		Undetermined	290	666	3617
5518		Undetermined	340	606	2748
5519	18_9	H_Ramos	384	712	12507
5520	19_9	H_Ramos	338	629	10893
5521		H_Ramos	361	1053	31644
5522	19_10	M_B3Z	38181	853	2633
5523	17_10	M_B3Z	4466	1377	3154
5524		H_Ramos	303	569	12640
5525		H_Ramos	335	943	10621
5526	18_11	M_B3Z	52599	861	2767
5530	19_11	M_B3Z	2352	561	2182
5532	18_12	M_B3Z	37694	817	3237
5533	19_12	H_Ramos	314	688	24659
5534	18_12	M_B3Z	35545	941	3334
5535	18_12	H_Ramos	442	724	26430
5536		H_Ramos	357	1008	10177
5537	18_13	H_Ramos	356	660	9948
5538	19_13	H_Ramos	312	640	20448
5539	19_13	M_B3Z	47328	772	2612
5540	18_13	H_Ramos	406	701	23078
5541	18_13	Undetermined	336	621	3007
5543		M_B3Z	59026	1150	2890
5544	19_14	M_B3Z	39973	741	2150
5545	19_14	M_B3Z	13952	455	1282
5546	18_14	H_Ramos	346	624	12609
5552	18_15	M_B3Z	54323	1159	3394
5554		H_Ramos	426	843	15752
5556	18_16	M_B3Z	54527	1156	3188
5557	18_16	M_B3Z	45676	1150	3013
5558	18_16	M_B3Z	65431	1181	3095
5561		M_B3Z	42387	947	2350
5563	18_17	H_Ramos	518	964	13608
5564	18_17	M_B3Z	41156	1288	3666
5567	19_18	H_Ramos	370	811	25458
5569	19_18	H_Ramos	336	769	12177
5572	18_19	H_Ramos	423	774	27232
5576	18_19	M_B3Z	38993	857	3142
5577	18_19	M_B3Z	51058	880	2885
5584		M_B3Z	59230	1188	2974
5586		M_B3Z	65431	1247	3221
5588		Undetermined	407	1283	5221
5590	18_21	H_Ramos	401	798	13144
5591	18_21	H_Ramos	388	728	21272
5592		Undetermined	321	967	3139
5594		M_B3Z	32425	859	2899
5595	18_21	Undetermined	359	689	3253
5598		H_Ramos	378	810	27951
5599		Undetermined	366	797	3629
5600	18_23	H_Ramos	383	875	9424
5602	18_23	M_B3Z	58595	1097	3470
5603	18_24	H_Ramos	395	1596	13625
5604	18_25	H_Ramos	358	678	13557
5605	18_25	M_B3Z	41011	850	3182
5606	18_25	H_Ramos	330	652	10539
5613		Undetermined	825	833	4024
5615	18_25	H_Ramos	406	865	24341
5616		Undetermined	385	891	4303
5618	18_26	H_Ramos	407	887	19533
5621		Undetermined	454	1003	6092
5622	18_27	Undetermined	309	715	3699
5623	18_27	H_Ramos	355	789	10004
5624		Undetermined	3155	1701	4676
5625	18_27	H_Ramos	375	805	22755
5630	17_28	M_B3Z	54347	1713	4153
5631	18_28	M_B3Z	64535	1210	4491
5632	18_28	H_Ramos	438	982	19098
5633	18_28	M_B3Z	57197	1142	4307
5634	18_29	H_Ramos	383	961	28817
5635	18_29	H_Ramos	411	982	24337
5636		M_B3Z	30221	933	4252
5637	18_29	H_Ramos	387	922	25038
5639	18_29	M_B3Z	62653	1138	4342
5643		Undetermined	306	711	3578
5647	18_31	Undetermined	65434	1216	7666
5648	18_31	M_B3Z	44315	1167	4528
5649	18_32	H_Ramos	460	1114	11757
5651		Undetermined	380	914	4200
5652	18_32	Undetermined	339	821	3968
5653		M_B3Z	31405	1034	4078
5654	18_33	H_Ramos	336	717	12483
5655	18_33	M_B3Z	39639	771	3014
5660	18_33	Undetermined	397	887	7094
5661	18_33	H_Ramos	382	826	12909
5663	18_34	M_B3Z	35564	1024	3878
5664	18_34	H_Ramos	475	911	15877
5665		M_B3Z	65368	1188	3775
5666	18_35	M_B3Z	58031	968	3394
5669	18_36	H_Ramos	374	865	16698
5671		Undetermined	530	1240	7152
5672	18_37	H_Ramos	385	841	16537
5673	18_37	H_Ramos	389	832	21620
5674	18_37	M_B3Z	64708	989	3412
5675	18_38	H_Ramos	333	812	23081
5676	18_38	M_B3Z	64650	959	3270
5677		H_Ramos	337	919	14720
5679		H_Ramos	376	790	16326
5680	18_38	H_Ramos	301	716	21423
5684	18_39	H_Ramos	443	847	13402
5685	18_39	M_B3Z	61231	1102	3574
5686		Undetermined	311	885	3809
5687		Undetermined	353	939	4037
5688		Undetermined	302	1331	3553
5690	18_41	M_B3Z	49088	985	2878
5691	18_41	H_Ramos	237	554	10864
5695	18_42	M_B3Z	65433	1157	3696
5696	18_42	M_B3Z	36243	991	3451
5697	17_42	Undetermined	276	1156	3358
5698		H_Ramos	379	839	24507
5700	17_43	M_B3Z	12129	1264	3582
5701	18_43	H_Ramos	997	814	18435
5703	18_43	Undetermined	293	740	3273
5704	18_44	H_Ramos	266	629	11288
5706	18_44	Undetermined	295	803	3407
5707	17_44	Undetermined	676	3726	6278
5708	18_45	H_Ramos	351	810	11978
5710		Undetermined	359	951	4132
5711	18_45	M_B3Z	54057	1277	3485
5712	18_46	M_B3Z	65433	1083	3154
5713	18_46	M_B3Z	24810	969	3153
5714	18_46	Undetermined	20822	916	15473
5719	17_47	M_B3Z	61359	1375	3170
5722	17_47	H_Ramos	468	1591	12106
5723	18_48	M_B3Z	9815	1114	3344
5724	17_48	M_B3Z	3905	1427	3441
5725	18_48	H_Ramos	353	972	18520
5726	18_48	H_Ramos	329	967	10823
5727		H_Ramos	365	979	21410
5728	18_49	Undetermined	15044	1075	2965
5731	18_49	M_B3Z	5775	1003	3523
5732		H_Ramos	349	1091	27538
5733		Undetermined	332	1042	4818
5734	17_50	H_Ramos	376	1190	14407
5735	17_50	M_B3Z	49564	1478	3958
5736		H_Ramos	352	1150	14023
5737	18_51	H_Ramos	337	997	22333
5738		M_B3Z	52866	1359	4321
5739	17_51	H_Ramos	350	1221	19382
5740	18_52	M_B3Z	29399	1164	3408
5741	17_52	H_Ramos	327	1029	22252
5742	18_52	M_B3Z	51288	1266	3251
5743	17_52	M_B3Z	30691	1313	3641
5744	17_52	H_Ramos	287	1030	13375
5745	17_52	H_Ramos	289	1128	13116
5746	17_52	H_Ramos	249	1111	12495
5754		Undetermined	372	828	6901
5755		H_Ramos	365	879	16846
5756	18_53	M_B3Z	34098	953	3266
5757	17_53	H_Ramos	365	995	20973
5760		Undetermined	294	631	2906
5761		Undetermined	287	632	2884
5762	17_55	H_Ramos	320	815	28505
5763		M_B3Z	7987	1312	3909
5764	17_55	Undetermined	680	2336	3992
5765	17_56	M_B3Z	3912	1046	3211
5766		H_Ramos	340	673	28870
5767	17_57	H_Ramos	317	770	13262
5768		M_B3Z	63836	1028	3163
5771		Undetermined	223	578	2333
5772	18_58	M_B3Z	42845	901	3002
5773	17_59	H_Ramos	368	878	7453
5774	18_59	M_B3Z	43921	969	3110
5775	17_59	M_B3Z	37162	994	3648
5776	17_60	M_B3Z	44967	1121	3453
5777		M_B3Z	12350	1164	3491
5778	18_60	Undetermined	276	797	5311
5780		H_Ramos	375	788	20451
5781	18_61	M_B3Z	53861	1088	3468
5782	17_61	M_B3Z	7692	1133	3675
5783	18_61	Undetermined	315	788	3394
5784	18_61	Undetermined	17261	991	11376
5785		Undetermined	318	1234	3547
5786		M_B3Z	52629	1166	3693
5787	18_62	M_B3Z	49204	1076	3199
5789	17_63	H_Ramos	283	806	18036
5790		M_B3Z	38733	831	3379
5792		Undetermined	528	1080	8924
5793		M_B3Z	48502	973	3594
5794	18_63	H_Ramos	310	713	11622
5795	17_63	M_B3Z	46517	1006	3527
5796	17_64	M_B3Z	55246	1043	3406
5797	17_64	H_Ramos	392	781	13958
5798	17_64	M_B3Z	18751	1055	3541
5800	17_64	H_Ramos	406	868	23319
5801	17_64	H_Ramos	381	814	20340
5802		Undetermined	342	1218	3266
5803	17_65	M_B3Z	48288	1043	3595
5804	18_65	H_Ramos	351	843	13944
5805	17_65	M_B3Z	61438	1168	3422
5806	17_65	H_Ramos	401	1049	14654
5808	18_65	H_Ramos	340	777	16302
5809	17_65	M_B3Z	54496	1123	3260
5810		Undetermined	10211	1878	4544
5812	17_65	M_B3Z	32331	1064	3274
5815	17_66	M_B3Z	35218	1101	4242
5816	18_66	Undetermined	4784	910	3752
5820	18_67	M_B3Z	41015	998	3903
5821	17_67	Undetermined	394	1455	21663
5822		Undetermined	336	1261	3828
5824	17_68	M_B3Z	44295	1273	4156
5827		H_Ramos	378	804	21167
5828	18_68	Undetermined	273	748	4110
5832		M_B3Z	41889	1105	4162
5834	18_69	M_B3Z	49769	1056	3600
5835	18_69	H_Ramos	320	825	8901
5836		H_Ramos	408	909	13794
5837	18_69	H_Ramos	318	847	13006
5838	17_69	H_Ramos	401	881	17065
5839	18_70	M_B3Z	49927	973	3439
5840		Undetermined	317	742	3953
5841	17_70	M_B3Z	7021	1075	4307
5842	18_70	H_Ramos	546	747	11873
5843	18_70	M_B3Z	65434	1254	3680
5844	18_70	M_B3Z	65435	1348	3755
5845		M_B3Z	30102	898	4093
5847	18_71	M_B3Z	15563	658	2451
5852	17_72	H_Ramos	378	973	14338
5853	17_72	M_B3Z	3722	1046	4215
5854		Undetermined	339	847	4331
5855		Undetermined	359	862	4445
5857	18_72	Undetermined	3273	1067	3361
5859	17_73	H_Ramos	344	943	20293
5861	17_73	M_B3Z	32371	987	3610
5866		M_B3Z	48250	914	3757
5867		M_B3Z	18194	924	3186
5868	17_74	H_Ramos	351	872	14243
5869		H_Ramos	331	958	18269
5870		H_Ramos	403	843	27839
5871	17_75	H_Ramos	528	806	22497
5872	17_75	H_Ramos	330	875	13686
5873		M_B3Z	4090	955	3883
5874		M_B3Z	65433	1050	3302
5875	17_76	M_B3Z	41893	1128	3214
5876	18_76	M_B3Z	51324	827	2552
5877	18_76	M_B3Z	49849	857	2543
5878	18_76	M_B3Z	24679	700	2392
5882	17_77	M_B3Z	47530	1073	3675
5884	17_77	M_B3Z	43344	986	3776
5885	17_77	M_B3Z	52242	1080	3833
5886		M_B3Z	43821	972	3883
5887		Undetermined	329	1063	3429
5888	17_78	H_Ramos	399	866	23094
5889	17_78	M_B3Z	45383	1093	3837
5891	18_79	H_Ramos	308	697	18875
5892		H_Ramos	378	856	20123
5895	18_79	Undetermined	251	575	6124
5901	17_80	M_B3Z	65433	1171	4150
5902	17_80	H_Ramos	463	908	28747
5904	17_80	M_B3Z	65432	1225	4135
5905	17_80	H_Ramos	497	868	15150
5907		H_Ramos	440	891	21789
5908	18_81	Undetermined	23412	899	12317
5910		H_Ramos	401	827	14203
5912	18_81	M_B3Z	48853	954	3389
5913	18_81	M_B3Z	55671	1010	3317
5914	18_81	H_Ramos	404	761	26292
5915	18_81	H_Ramos	416	734	15600
5916	17_81	M_B3Z	50591	1040	3843
5918	17_82	H_Ramos	351	765	12802
5920		Undetermined	600	909	3020
5922	18_82	M_B3Z	19697	861	3291
5923	17_82	M_B3Z	65435	1178	3854
5928	17_83	H_Ramos	401	878	24162
5929	17_84	H_Ramos	349	858	10320
5930	18_84	M_B3Z	46159	848	3398
5932	18_84	H_Ramos	294	731	16788
5934	17_84	H_Ramos	359	937	14776
5938	17_85	H_Ramos	342	721	21681
5939		Undetermined	346	722	3546
5940	17_85	H_Ramos	390	843	21435
5941	17_85	Undetermined	443	970	8842
5942		M_B3Z	45473	946	3265
5943	17_85	M_B3Z	61382	1017	3451
5944		Undetermined	356	734	3630
5945	18_86	M_B3Z	33723	830	2848
5946	18_86	M_B3Z	39578	843	3036
5947	17_86	H_Ramos	413	902	9778
5948		Undetermined	326	695	3512
5949	17_86	M_B3Z	37507	1048	3384
5954		Undetermined	252	913	2845
5956		H_Ramos	739	1308	10286
5959		M_B3Z	6194	960	3958
5960		Undetermined	371	796	4125
5961	17_89	M_B3Z	50106	1003	4337
5962	17_89	H_Ramos	398	916	25359
5965		Undetermined	331	769	4227
5967		M_B3Z	25730	932	3970
5969		Undetermined	360	838	4658
5970	17_91	M_B3Z	48496	1148	4693
5971	17_91	M_B3Z	2786	976	4716
5975		M_B3Z	52536	981	3661
5977		H_Ramos	446	1054	9493
5978	16_92	M_B3Z	4678	1260	3762
5979		M_B3Z	2986	774	3814
5986	16_93	H_Ramos	329	849	13924
5987	17_93	M_B3Z	47868	918	3014
5988	17_93	M_B3Z	64556	988	3238
5989	17_94	H_Ramos	397	707	26624
5995	17_96	H_Ramos	356	608	18013
5996		Undetermined	297	570	2455
5997	17_96	M_B3Z	53352	774	2721
5998	17_96	Undetermined	436	754	4397
6000		M_B3Z	13279	737	2811
6002		Undetermined	308	536	2478
6003	16_97	H_Ramos	354	854	19176
6007		M_B3Z	4495	950	2733
6009	17_98	M_B3Z	32198	844	2448
6016	17_99	M_B3Z	50216	990	3068
6017	17_99	H_Ramos	426	690	22857
6018	17_100	H_Ramos	407	766	19171
6019	17_100	H_Ramos	344	649	15937
6024		Undetermined	316	619	3245
6026	17_102	M_B3Z	14322	808	3506
6027	17_102	M_B3Z	3070	778	3707
6029	17_103	M_B3Z	46477	898	3590
6031	17_103	M_B3Z	63456	946	3392
6035		M_B3Z	56205	1003	2873
6038		M_B3Z	3211	1073	9059
6039	17_104	H_Ramos	434	1115	16485
6040		H_Ramos	369	978	12663
6041	17_104	H_Ramos	442	1083	24703
6042		H_Ramos	424	1093	16838
6044	17_105	H_Ramos	435	1040	15182
6046	16_105	M_B3Z	65433	1628	2776
6047		Undetermined	394	1071	3336
6048		Undetermined	449	1191	7118
6049	16_107	H_Ramos	431	1068	23968
6050		M_B3Z	48963	1475	3203
6052	17_108	M_B3Z	63748	1464	3149
6053	17_108	H_Ramos	503	1209	28957
6054		M_B3Z	64433	1388	2933
6055	17_108	H_Ramos	496	1240	14192
6059	17_109	H_Ramos	371	847	16401
6061		M_B3Z	65434	1147	2389
6063		Undetermined	415	809	2743
6064		Undetermined	383	722	2451
6065	17_110	M_B3Z	55845	1040	2579
6066		Undetermined	523	2302	12015
6069	17_112	M_B3Z	65434	65438	65438
6070	17_112	M_B3Z	65434	65438	65438
6071		M_B3Z	65435	65438	65438
6072		Undetermined	40810	65438	65438
6073		Undetermined	65135	65438	65438
6074		Undetermined	65434	65438	65438
6075		Undetermined	61969	65438	65438
6076		Undetermined	57891	65438	65438
6077	20_0	Undetermined	22342	1735	3794
6079	20_1	H_Ramos	492	1037	18256
6080		M_B3Z	56803	1224	3596
6081		M_B3Z	65434	1592	3208
6082	19_2	M_B3Z	59605	1414	2906
6084	20_2	M_B3Z	47931	1007	3164
6085	20_2	M_B3Z	3188	956	3043
6086	20_3	H_Ramos	402	784	9458
6087	20_3	H_Ramos	397	742	12681
6089	20_3	M_B3Z	65432	969	2244
6093		Undetermined	841	1828	3711
6094	20_4	H_Ramos	472	799	23083
6095		H_Ramos	409	883	16084
6097		Undetermined	362	862	2586
6098	20_4	M_B3Z	60859	1129	2578
6101	20_5	H_Ramos	404	745	15780
6103		M_B3Z	50556	935	2514
6105	20_6	Undetermined	277	566	6533
6107		M_B3Z	64450	985	2532
6110	20_6	M_B3Z	28273	954	2755
6111	20_7	M_B3Z	65434	1009	2925
6112	20_7	M_B3Z	65434	1133	2972
6113	20_7	H_Ramos	414	823	22985
6115		M_B3Z	34238	828	2969
6119		Undetermined	355	849	2989
6120	20_9	H_Ramos	436	942	21003
6122	20_9	H_Ramos	450	937	23444
6123	20_9	H_Ramos	433	923	14222
6124	20_9	Undetermined	354	793	3153
6125	19_10	H_Ramos	400	1066	11685
6127		M_B3Z	65433	1214	3550
6128		H_Ramos	390	1141	9812
6129		M_B3Z	44423	989	3075
6130		M_B3Z	42653	1003	8615
6131	20_11	H_Ramos	334	743	14029
6133	20_11	M_B3Z	48754	1136	2550
6134	20_11	H_Ramos	370	772	16429
6135	20_11	M_B3Z	48895	812	2292
6141	19_11	H_Ramos	348	776	12070
6143	19_12	M_B3Z	65433	1201	3103
6144	20_13	H_Ramos	363	668	14369
6148	20_13	M_B3Z	65433	1051	2767
6149		Undetermined	310	712	3093
6150		Undetermined	312	591	2818
6151		H_Ramos	353	615	17393
6158		H_Ramos	381	726	23734
6159	20_15	H_Ramos	377	785	16127
6160	20_15	M_B3Z	57805	1148	3225
6161	20_15	H_Ramos	435	743	22083
6162	19_15	Undetermined	346	1085	4762
6163	20_15	M_B3Z	31345	942	3136
6164	19_16	H_Ramos	397	1217	14446
6165	20_16	M_B3Z	46069	1246	2971
6166	19_16	M_B3Z	26238	1081	3131
6167	20_16	H_Ramos	363	700	21424
6170		M_B3Z	3650	650	2404
6172	20_17	H_Ramos	358	707	29024
6173	19_17	M_B3Z	53005	1155	3116
6176	20_18	Undetermined	250	618	2545
6177	20_18	M_B3Z	65433	1200	3153
6178		Undetermined	300	1327	3428
6179	20_19	H_Ramos	307	666	17825
6180	19_19	H_Ramos	333	923	13599
6183		Undetermined	416	967	5339
6184		Undetermined	316	665	3143
6185	20_20	H_Ramos	334	735	18471
6186		M_B3Z	24286	824	3437
6187	20_20	H_Ramos	308	671	18895
6188	19_21	M_B3Z	42700	1185	3300
6189	20_21	H_Ramos	317	632	12472
6190		M_B3Z	65432	1160	3254
6191	20_22	M_B3Z	21796	853	2481
6192	20_22	M_B3Z	44070	786	2727
6193	20_22	M_B3Z	20747	691	2478
6194	20_22	H_Ramos	301	560	19422
6195	20_22	Undetermined	211	475	2073
6200	19_23	M_B3Z	30478	971	3611
6201		Undetermined	286	1137	3118
6202		H_Ramos	362	795	26037
6203	19_24	H_Ramos	378	957	18162
6204	19_24	M_B3Z	49270	1134	4082
6205	19_24	H_Ramos	343	920	16662
6206	19_25	M_B3Z	37005	1055	3258
6210		M_B3Z	63603	980	3457
6211	20_25	H_Ramos	305	690	16027
6212		H_Ramos	368	1003	24637
6213		M_B3Z	40073	1024	3761
6214		M_B3Z	25597	944	3857
6215		M_B3Z	5647	969	4142
6216	19_27	M_B3Z	52070	1172	3524
6217	19_27	M_B3Z	54148	1347	3531
6222	20_28	H_Ramos	335	771	27364
6223	20_28	M_B3Z	39932	979	3866
6225	20_28	H_Ramos	879	744	19423
6227	20_29	H_Ramos	368	1027	21252
6228	19_29	M_B3Z	65432	1449	4668
6229	20_29	H_Ramos	365	830	15133
6230		Undetermined	311	912	4642
6231	20_30	M_B3Z	40408	871	3071
6232	19_30	H_Ramos	332	1088	11620
6233	20_30	H_Ramos	260	629	9479
6237	20_31	M_B3Z	44884	1070	4756
6238	20_31	H_Ramos	330	882	16892
6239	20_31	M_B3Z	27287	986	4738
6240	20_31	M_B3Z	5693	958	4516
6241	20_31	M_B3Z	29568	1115	4978
6242	20_31	M_B3Z	59708	1181	4822
6244	20_32	H_Ramos	599	834	20535
6245	19_33	H_Ramos	332	1090	21723
6246	19_33	H_Ramos	320	1007	16829
6247	19_33	M_B3Z	11907	1042	3844
6248	20_33	M_B3Z	3979	599	2695
6255	19_34	H_Ramos	399	1055	14458
6256	20_34	M_B3Z	55188	1059	3952
6257	19_34	M_B3Z	4200	1120	4081
6258	20_34	M_B3Z	57386	1051	3680
6259	20_34	M_B3Z	30320	941	3778
6260		M_B3Z	43216	1353	3699
6261	20_34	M_B3Z	65433	855	3413
6262	20_35	Undetermined	457	955	7005
